Task,Test,VerbalDescription,Rule_correct,Rule_correct_label
ExtendToBoundary9.json,3,The small object in the task demonstration is the middle part of the complete object. Apply the same pattern to the test input grid.,-2.0,Unclear
ExtendToBoundary9.json,3,"Use the same size grid as original, recreate the shape in the same size and colours, then extend the inner shape along horizontal and vertical axes until the colours reach the inside perimeter of the outer shape. It should look like a cross within the original exterior shape.
",1.0,Correct - Intended
ExtendToBoundary9.json,3,"Copy the exact same grid and shapes from the original, then using the exact same color of the shape inside the boundary, extend the shape to the edge of the boundary. If the boundary is diagonal, don't extend the shape if it means the edge of the expanded shape will be a diagonal edge",1.0,Correct - Intended
ExtendToBoundary9.json,3,Keep the grid input the same as the original. Extend the pattern in the middle so that it touches the inner parts of the perimeter on each side or angle (depending on the shape orientation). You should end up with something that looks like a cross or axis. ,1.0,Correct - Intended
ExtendToBoundary9.json,3,"keep the outside shape the same, extend the cross inside to touch the edges of the shape in both directions",1.0,Correct - Intended
ExtendToBoundary9.json,3,keep the outside shape the same extend the 2 square cross vertically and horizontal to make a cross the touch the outside shape,1.0,Correct - Intended
ExtendToBoundary9.json,3,Duplicate input and fill in all cells on the same horizontal and vertical axis to the shape inside. Keep colour the same,1.0,Correct - Intended
ExtendToBoundary9.json,3,Keep the grid size the same as the test site. Join the square in the middle of the square to the square. Keep the colour the same and join in all 4 directions.,1.0,Correct - Intended
ExtractObjects1.json,1,Take the piece that the most connected (biggest) and make a grid size that will only fit that piece.  Then copy that piece (including the same color) into the grid.,1.0,Correct - Intended
ExtractObjects1.json,1,"grid 5 x 7, draw the t shape from the image",-3.0,Literal
ExtractObjects1.json,1,,-1.0,Nonresponsive
ExtractObjects1.json,1,"This might be interpreted as one object broken into several pieces. Create a grid corresponding to the width and height of the largest visible piece, and then recreate that piece within, as though you were zooming in on that piece. Ignore all other pieces if present.",1.0,Correct - Intended
ExtractObjects1.json,1,"Find your largest or longest object. You want to create the new grid to fit that object and only that object. Think of like you are zooming in on that specific object. So, if your object is 7 wide and 5 long, make your grid that size and color in the same object.",1.0,Correct - Intended
ExtractObjects1.json,1,resize the grid to the dimensions of the largest connected shape which is the t shape. keep the colour the same and copy the shape into the resized grid ,1.0,Correct - Intended
ExtractObjects1.json,2,"Find the largest shape in the demonstration area. The dimensions of that shape become the dimensions for the grid, so that the shape fills the grid from edge to edge. The shape and color remain the same as in the demonstration input.",1.0,Correct - Intended
ExtractObjects1.json,2,Find the largest shape and then make it fit the entire frame. Keep the same color.,1.0,Correct - Intended
ExtractObjects1.json,2,Find the biggest shape. Make the grid the same size as that shape. Match the colors of that shape.,1.0,Correct - Intended
ExtractObjects1.json,2,The grid was resized to only accept the main pattern.,1.0,Correct - Intended
ExtractObjects1.json,2,Resize the grid to fit the entire shape of the main shape. Make sure to keep the existing pattern of the shape and remove any excess small shapes on the grid.,1.0,Correct - Intended
ExtractObjects1.json,2,"The rule for this task is to select the largest image, and base the grid size based on that object and mimic that size and shape. ",1.0,Correct - Intended
ExtractObjects1.json,2,Here the largest object becomes the focal point. Make your grid the same height and width as your largest object. Then fill this grid with that shape in its corresponding colour.,1.0,Correct - Intended
ExtractObjects1.json,3,"whatever the biggest clump of boxes is that are the same color, you zoom in the input box to as small as it can go with it fitting inside it",1.0,Correct - Intended
ExtractObjects1.json,3,Grid size will be the size of the largest object. Copy largest object (keep its color the same).,1.0,Correct - Intended
ExtractObjects1.json,3,Identify in the input the object made up of multiple connected squares of the same color. Create an output grid just large enough to encompass the input object. copy the input object into that grid and color to match.,1.0,Correct - Intended
ExtractObjects1.json,3,Delete everything but the largest group of pixels and the background color blocks as wide or long as that pixel immediately bordering it ,1.0,Correct - Unintended
